"NUTS","Name","Year","Employment_abs","GDP_EUR","GDP_NCU","GFCF_EUR","GVA_EUR","GVA_NACE_A","GVA_NACE_B-E","GVA_NACE_F","GVA_NACE_G-I","GVA_NACE_J","GVA_NACE_K","GVA_NACE_L","GVA_NACE_M-N","GVA_NACE_O-Q","GVA_NACE_R-U","GVA_NACE_L-M-N","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Unemployment_abs","Wage_EUR","Wage_NCU","EMP_NACE_A","EMP_NACE_B-E","EMP_NACE_F","EMP_NACE_G-I","EMP_NACE_J","EMP_NACE_K","EMP_NACE_L","EMP_NACE_M-N","EMP_NACE_O-Q","EMP_NACE_R-U","EMP_NACE_L-M-N","GDP_growth"
"ES30","Comunidad de Madrid","2017",3337800,220898400000,NA,46674600000,2.01757e+11,1.19e+08,2.0531e+10,9.57e+09,4.7506e+10,1.9485e+10,1.1879e+10,1.995e+10,3.0048e+10,3.1293e+10,1.1375e+10,4.9998e+10,59196,6513179,0.00970799885963336,66680.37,447600,2998.915,NA,4300,210900,169000,896700,224600,99800,44100,615400,712400,360600,659500,0.0403845447378014
"ES30","Comunidad de Madrid","2018",3427400,226818900000,NA,52787600000,2.09424e+11,1.86e+08,2.1448e+10,9.952e+09,4.9118e+10,1.9826e+10,1.291e+10,2.0932e+10,3.1284e+10,3.1995e+10,1.1774e+10,5.2216e+10,81174,6595585,0.0126521933452159,67521.48,416300,3028.95333333333,NA,4500,214500,187700,911800,232900,101300,46400,626600,735300,366400,673000,0.0268019143642507
"ES30","Comunidad de Madrid","2019",3531600,233964500000,NA,5.7064e+10,2.19567e+11,1.52e+08,2.2574e+10,1.0979e+10,5.1026e+10,2.0974e+10,1.2794e+10,2.172e+10,3.335e+10,3.3849e+10,1.215e+10,5.507e+10,96843,6694359,0.0149757754619188,68550.69,368200,3149.82333333333,NA,4100,220700,206100,947600,239600,101800,47700,665500,734400,364100,713200,0.0315035475438775
"ES41","Castilla y León","2009",1037900,54977700000,NA,14929300000,5.1348e+10,2.418e+09,1.0077e+10,5.689e+09,9.672e+09,1.067e+09,2.604e+09,4.401e+09,2.588e+09,1.0914e+10,1.918e+09,6.989e+09,4961,2548288,0.00111571715470125,52794.62,165800,2465.1025,NA,70600,152200,104700,278800,10800,20100,5000,90400,230100,75400,95400,-0.0318952614062583
"ES41","Castilla y León","2010",1021400,55084300000,NA,1.3905e+10,5.05e+10,2.635e+09,1.0269e+10,4.603e+09,9.518e+09,1.014e+09,2.011e+09,4.921e+09,2.468e+09,1.1051e+10,2.011e+09,7.389e+09,4511,2546353,-0.0007593333249617,53818.31,189200,2501.12583333333,NA,69800,148300,95600,268800,11600,20400,4400,92300,235400,74800,96700,0.00193896798156343
"ES41","Castilla y León","2011",996500,54817900000,NA,11474800000,5.029e+10,2.54e+09,1.0303e+10,3.996e+09,9.769e+09,9.64e+08,1.862e+09,5.251e+09,2.623e+09,1.0908e+10,2.075e+09,7.874e+09,-403,2541496,-0.00190743388681773,54766.78,201800,2496.91166666667,NA,68800,144600,79600,268500,11700,18800,4300,92300,234800,73100,96600,-0.00483622375159528
"ES41","Castilla y León","2012",960200,52793500000,NA,10123200000,4.8622e+10,2.466e+09,9.941e+09,3.54e+09,9.47e+09,9.01e+08,1.903e+09,5.384e+09,2.487e+09,1.052e+10,2.008e+09,7.871e+09,-9912,2528125,-0.00526107457969637,55056.38,235800,2450.26333333333,NA,68100,133800,71000,258800,10200,18400,3900,90300,231300,74000,94200,-0.0369295430872033
"ES41","Castilla y León","2013",922300,51781300000,NA,9305100000,4.7112e+10,2.464e+09,9.511e+09,2.943e+09,9.056e+09,8.61e+08,1.631e+09,5.648e+09,2.463e+09,1.0576e+10,1.958e+09,8.111e+09,-13191,2507127,-0.00830576019777503,55894.6,254700,2470.23416666667,NA,65400,126000,60700,248800,9400,17700,4100,84900,231600,73700,89000,-0.0191728148351596
"ES41","Castilla y León","2014",924600,51887900000,NA,9261300000,4.6989e+10,2.114e+09,9.624e+09,2.906e+09,9.15e+09,8.06e+08,1.754e+09,5.643e+09,2.463e+09,1.0521e+10,2.008e+09,8.106e+09,-7709,2486887,-0.00807298553284297,55804.04,241100,2462.66583333333,NA,63100,126300,56800,251400,9500,17200,4400,87900,234800,73300,92300,0.00205865824148872
"ES41","Castilla y León","2015",946000,5.3273e+10,NA,10888400000,4.8375e+10,2.362e+09,9.69e+09,3.052e+09,9.554e+09,8.09e+08,1.764e+09,5.566e+09,2.696e+09,1.0774e+10,2.109e+09,8.262e+09,-11712,2466270,-0.00829028419867891,56313.93,209800,2481.76166666667,NA,62800,129300,61100,258700,9800,16800,5100,91200,236900,74300,96300,0.0266940847480819
"ES41","Castilla y León","2016",958300,54551500000,NA,11041100000,4.9695e+10,2.729e+09,9.879e+09,3.148e+09,9.977e+09,8.11e+08,1.8e+09,5.674e+09,2.66e+09,1.0886e+10,2.131e+09,8.334e+09,-6742,2445206,-0.00854083291772596,57147.05,181400,2480.825,NA,65700,133900,62500,259100,10200,16900,5100,88800,240400,75700,93900,0.0239990238957821
"ES41","Castilla y León","2017",975900,55244100000,NA,11522400000,5.0818e+10,1.853e+09,1.035e+10,3.255e+09,1.0479e+10,8.77e+08,1.874e+09,5.744e+09,2.847e+09,1.1263e+10,2.277e+09,8.591e+09,-3925,2427256,-0.0073408947957759,57443.64,159200,2499.41,NA,59700,135400,64700,263800,11000,16600,5200,95300,247100,77000,100500,0.0126962594979056
"ES41","Castilla y León","2018",993000,56842300000,NA,11950200000,5.298e+10,2.844e+09,1.0456e+10,3.317e+09,1.0699e+10,8.5e+08,2.06e+09,5.867e+09,2.92e+09,1.1601e+10,2.367e+09,8.787e+09,3430,2413147,-0.00581273668702436,58958.04,135300,2531.20083333333,NA,64800,136000,65700,264300,11000,16200,5600,96500,254600,78600,102100,0.0289297861672106
"ES41","Castilla y León","2019",1008700,57161900000,NA,11771400000,5.4234e+10,2.521e+09,1.0753e+10,3.603e+09,1.1024e+10,8.63e+08,2.024e+09,5.974e+09,3.105e+09,1.2e+10,2.368e+09,9.079e+09,7970,2404523,-0.00357375659253249,59282.41,130400,2627.24416666667,NA,62800,141000,70300,271700,11100,15500,5900,98600,253900,78200,104500,0.00562257333007285
"ES42","Castilla-la Mancha","2009",767800,38809800000,NA,12613200000,3.6155e+10,2.263e+09,6.896e+09,4.716e+09,6.355e+09,7.17e+08,1.639e+09,2.943e+09,1.326e+09,7.955e+09,1.345e+09,4.269e+09,13489,2075449,0.0128415160543351,50250.68,187500,2411.12083333333,NA,60500,113000,95500,199800,6600,12900,3700,53300,170300,52300,57000,-0.0288105182289777
"ES42","Castilla-la Mancha","2010",752500,38809800000,NA,1.1339e+10,3.5559e+10,2.42e+09,6.669e+09,3.859e+09,6.355e+09,6.88e+08,1.23e+09,3.478e+09,1.314e+09,8.173e+09,1.375e+09,4.792e+09,10055,2091767,0.00786239507692071,51437.24,212700,2475.305,NA,62400,109800,80100,199300,6300,12600,3500,53600,173100,51900,57100,0
"ES42","Castilla-la Mancha","2011",725200,38104200000,NA,9815900000,3.5255e+10,2.367e+09,7.1e+09,3.144e+09,6.38e+09,6.51e+08,1.169e+09,3.69e+09,1.296e+09,8.051e+09,1.407e+09,4.986e+09,3560,2102501,0.00513154667799999,52756.48,235700,2458.22833333333,NA,60600,105200,67000,195100,6800,12600,3200,50800,174000,50000,54000,-0.0181809749083994
"ES42","Castilla-la Mancha","2012",690600,3.6173e+10,NA,7715900000,3.3927e+10,2.787e+09,6.854e+09,2.622e+09,6.348e+09,6.04e+08,1.199e+09,3.756e+09,1.194e+09,7.183e+09,1.38e+09,4.95e+09,-12860,2100171,-0.00110820399134174,53414.05,291300,2375.06,NA,63100,97700,55200,188800,6400,12700,3200,48300,162900,52300,51500,-0.050682077041376
"ES42","Castilla-la Mancha","2013",666400,36247200000,NA,6411400000,3.3071e+10,3.024e+09,6.672e+09,2.144e+09,6.018e+09,5.89e+08,1.033e+09,3.905e+09,1.256e+09,7.04e+09,1.39e+09,5.161e+09,-20049,2084803,-0.00731749938457392,54302.88,304800,2381.53,NA,61300,92100,46800,181700,6200,12600,3100,49000,159600,54100,52100,0.00205125369750919
"ES42","Castilla-la Mancha","2014",664600,35764400000,NA,6501300000,3.2234e+10,2.28e+09,6.384e+09,2.074e+09,6.26e+09,5.54e+08,1.125e+09,3.884e+09,1.264e+09,6.998e+09,1.411e+09,5.148e+09,-12443,2068983,-0.00758824694707366,53257.06,290900,2377.77666666667,NA,59100,90300,43300,185400,6300,12100,3400,49400,162000,53600,52800,-0.0133196495177559
"ES42","Castilla-la Mancha","2015",680400,37138600000,NA,7238100000,3.3724e+10,2.911e+09,6.607e+09,2.183e+09,6.501e+09,5.25e+08,1.119e+09,3.801e+09,1.341e+09,7.216e+09,1.52e+09,5.142e+09,-12158,2055834,-0.00635529629774628,54583.42,260700,2392.03,NA,60400,91400,45500,191800,6500,11800,3700,50800,164300,54300,54500,0.0384236838867701
"ES42","Castilla-la Mancha","2016",697800,38401300000,NA,8145300000,3.4768e+10,3.458e+09,6.588e+09,2.341e+09,6.658e+09,5.25e+08,1.148e+09,3.839e+09,1.351e+09,7.293e+09,1.568e+09,5.19e+09,-6571,2044939,-0.00529955239576736,54907.47,231600,2370.73,NA,64800,94300,47900,195700,6500,11800,3800,51300,166100,55700,55100,0.0339996661155779
"ES42","Castilla-la Mancha","2017",713300,39106900000,NA,8146700000,3.6167e+10,3.492e+09,7.003e+09,2.378e+09,6.985e+09,5.34e+08,1.198e+09,3.869e+09,1.426e+09,7.578e+09,1.704e+09,5.295e+09,-5038,2036788,-0.00398593796685378,55933.24,205100,2399.07916666667,NA,65400,97300,48800,197800,7200,11500,3800,52700,170900,58000,56500,0.0183743779507465
"ES42","Castilla-la Mancha","2018",726800,40332500000,NA,8577100000,3.7538e+10,3.89e+09,7.059e+09,2.492e+09,7.215e+09,5.08e+08,1.322e+09,3.983e+09,1.534e+09,7.827e+09,1.708e+09,5.517e+09,6011,2033738,-0.00149745579805066,57073.76,178600,2443.61583333333,NA,67600,99300,51600,198700,7500,11000,4200,52800,175300,58700,57000,0.0313397380001995
"ES42","Castilla-la Mancha","2019",738900,40592400000,NA,8672600000,3.8454e+10,3.242e+09,7.463e+09,2.724e+09,7.522e+09,5.31e+08,1.302e+09,4.08e+09,1.671e+09,8.135e+09,1.783e+09,5.751e+09,14828,2040216,0.00318526771885071,57381.53,159600,2523.9475,NA,60400,103300,55500,204800,7700,10600,4600,56900,175400,59700,61500,0.00644393479204116
"ES43","Extremadura","2009",376900,17968900000,NA,5.164e+09,1.6708e+10,1.071e+09,2.023e+09,2.237e+09,2.763e+09,3.54e+08,8.12e+08,1.511e+09,7.29e+08,4.558e+09,6.49e+08,2.24e+09,5351,1097152,0.00455696202531646,47306.42,101100,2286.97916666667,NA,36500,35200,43500,98700,2800,7300,1600,27500,98100,25600,29100,-0.0280986997252331
"ES43","Extremadura","2010",371900,1.8166e+10,NA,4629900000,1.6661e+10,1.121e+09,2.028e+09,1.962e+09,2.813e+09,3.57e+08,6.39e+08,1.755e+09,6.96e+08,4.617e+09,6.72e+08,2.451e+09,3377,1100955,0.0034662471562737,48765.13,114700,2321.2475,NA,36600,33900,40700,97800,2700,7100,1400,27100,99100,25400,28500,0.010968951911358
"ES43","Extremadura","2011",360700,1.7951e+10,NA,3982200000,1.6345e+10,1.075e+09,2.121e+09,1.625e+09,2.802e+09,3.32e+08,5.94e+08,1.856e+09,6.95e+08,4.554e+09,6.9e+08,2.551e+09,2683,1103318,0.00214631842355046,49175.82,125100,2315.0425,NA,36300,32700,33900,96200,2600,6700,1500,26700,99500,24500,28200,-0.0118352967081361
"ES43","Extremadura","2012",345900,17377700000,NA,2961200000,1.5694e+10,1.018e+09,2.126e+09,1.352e+09,2.752e+09,2.99e+08,6.27e+08,1.899e+09,6.44e+08,4.292e+09,6.85e+08,2.543e+09,-1442,1102654,-0.00060182105249801,49330.96,167800,2255.96083333333,NA,35300,30300,28000,94100,2500,6500,1400,25600,96800,25400,27000,-0.0319369394462704
"ES43","Extremadura","2013",341000,17323900000,NA,2950900000,1.5605e+10,1.017e+09,2.196e+09,1.138e+09,2.733e+09,2.88e+08,5.51e+08,1.972e+09,6.5e+08,4.386e+09,6.73e+08,2.622e+09,-2386,1098696,-0.00358952128228801,50074.87,174000,2272.05416666667,NA,35200,28900,23700,93600,2500,6300,1400,26200,97600,25600,27600,-0.00309592178481617
"ES43","Extremadura","2014",342200,17359800000,NA,3.117e+09,1.5523e+10,1.095e+09,2.118e+09,1.127e+09,2.648e+09,2.6e+08,5.89e+08,1.966e+09,6.51e+08,4.399e+09,6.72e+08,2.617e+09,-3166,1094023,-0.00425322382169408,49810.29,150100,2264.3575,NA,35900,28300,23000,93000,2600,6400,1600,26800,99200,25400,28400,0.00207228164558789
"ES43","Extremadura","2015",350200,17915100000,NA,3656700000,1.6268e+10,1.365e+09,2.159e+09,1.192e+09,2.791e+09,2.57e+08,5.94e+08,1.939e+09,7.17e+08,4.541e+09,7.12e+08,2.656e+09,-4030,1088296,-0.00523480767771793,51156.88,146400,2283.92166666667,NA,36200,27700,25600,96300,2700,6600,1800,27500,100300,25500,29300,0.0319876957107801
"ES43","Extremadura","2016",357800,18183900000,NA,3978300000,1.6792e+10,1.525e+09,2.171e+09,1.213e+09,2.999e+09,2.64e+08,6.13e+08,1.971e+09,7.06e+08,4.583e+09,7.47e+08,2.677e+09,-4990,1081248,-0.00647617927475613,51718.36,138000,2286.46916666667,NA,39000,29200,25000,98300,2800,6300,1900,27100,101800,26500,29000,0.0150041026843277
"ES43","Extremadura","2017",372900,18828800000,NA,3857500000,1.7712e+10,1.75e+09,2.37e+09,1.226e+09,3.305e+09,2.61e+08,6.34e+08,1.991e+09,7.49e+08,4.619e+09,8.06e+08,2.74e+09,-3982,1073989,-0.00671353842966646,52396.81,129900,2262.4875,NA,43600,29700,24400,102500,3100,6200,2000,28500,104300,28600,30500,0.0354654392072108
"ES43","Extremadura","2018",377200,19169200000,NA,4133800000,1.8182e+10,1.76e+09,2.449e+09,1.271e+09,3.265e+09,2.49e+08,6.92e+08,2.031e+09,8.25e+08,4.809e+09,8.31e+08,2.856e+09,-1399,1067939,-0.00563320480936024,53266.01,117300,2312.9025,NA,46200,30100,25200,99800,3100,5900,2200,29700,105800,29300,31900,0.0180786879673691
"ES43","Extremadura","2019",385600,19491700000,NA,4284700000,1.8573e+10,1.508e+09,2.463e+09,1.443e+09,3.354e+09,2.63e+08,6.78e+08,2.057e+09,9.18e+08,5.023e+09,8.68e+08,2.975e+09,166,1063702,-0.00396745506999932,53108.17,107200,2401.77416666667,NA,43800,31200,27900,102700,3200,5900,2100,31100,108400,29300,33200,0.0168238632806794
"ES51","Cataluña","2009",3545900,203049900000,NA,41515900000,1.87548e+11,2.199e+09,3.7192e+10,1.7836e+10,4.3441e+10,7.119e+09,9.74e+09,1.8896e+10,1.531e+10,2.7652e+10,8.163e+09,3.4206e+10,11453,7445290,0.0103363766636993,56442.68,636900,2727.80833333333,NA,67300,549300,323100,1041200,85600,72500,48500,431200,622100,305100,479700,-0.0359222982902034
"ES51","Cataluña","2010",3492200,204276800000,NA,39315100000,1.85304e+11,2.31e+09,3.6868e+10,1.4438e+10,4.4171e+10,6.962e+09,7.422e+09,2.1288e+10,1.5381e+10,2.7999e+10,8.465e+09,3.6669e+10,5107,7478376,0.00444388331414894,57759.07,696700,2755.30833333333,NA,67400,527000,281500,1033900,80900,71000,46400,449000,635500,299600,495400,0.006042357075773
"ES51","Cataluña","2011",3397100,200800600000,NA,39535700000,1.83288e+11,2.185e+09,3.5727e+10,1.2219e+10,4.4532e+10,6.759e+09,7.026e+09,2.2715e+10,1.5657e+10,2.7945e+10,8.523e+09,3.8372e+10,669,7504128,0.00344352838102818,58551.58,760000,2739.60166666667,NA,63100,500400,246000,1017700,83100,68100,45100,439800,643100,290800,484900,-0.0170171062009979
"ES51","Cataluña","2012",3250300,194870600000,NA,32407600000,1.7791e+11,2.055e+09,3.3905e+10,1.0214e+10,4.4266e+10,6.533e+09,7.133e+09,2.3156e+10,1.4795e+10,2.7481e+10,8.371e+09,3.7951e+10,-48531,7497957,-0.000822347380002047,59513.22,880700,2716.75,NA,57600,470900,200400,987700,80300,66300,44400,416600,640100,286000,461000,-0.0295317842675769
"ES51","Cataluña","2013",3151200,192621300000,NA,3.2052e+10,1.75633e+11,2.201e+09,3.4278e+10,8.958e+09,4.3653e+10,6.288e+09,6.15e+09,2.3918e+10,1.4838e+10,2.7116e+10,8.232e+09,3.8756e+10,-75468,7448580,-0.00658539386128781,60987.47,893200,2733.68666666667,NA,55000,449600,178200,958000,78000,63900,41100,405600,634100,287700,446700,-0.0115425313002577
"ES51","Cataluña","2014",3176100,196097500000,NA,34662200000,1.78111e+11,2.146e+09,3.4935e+10,8.829e+09,4.4084e+10,6.19e+09,6.719e+09,2.3775e+10,1.6094e+10,2.6972e+10,8.367e+09,3.9869e+10,-29516,7406615,-0.00563395976145789,61577.2,773300,2746.155,NA,54000,445100,174700,963900,79700,61900,43900,420500,650600,281700,464400,0.0180468099841502
"ES51","Cataluña","2015",3272100,204481200000,NA,36385800000,1.85681e+11,2.116e+09,3.6718e+10,9.288e+09,4.612e+10,6.369e+09,6.653e+09,2.3342e+10,1.7848e+10,2.8199e+10,9.026e+09,4.119e+10,5715,7402642,-0.000536412382714641,62492.36,703100,2785.12916666667,NA,51000,455400,180400,995400,83900,62000,46000,451700,659500,286700,497700,0.0427527122987289
"ES51","Cataluña","2016",3351500,211229100000,NA,36271500000,1.92972e+11,2.196e+09,3.8378e+10,1.0016e+10,4.8099e+10,6.538e+09,6.828e+09,2.3842e+10,1.8235e+10,2.9561e+10,9.28e+09,4.2077e+10,27375,7424788,0.00299163460829255,63450.89,593600,2785.21333333333,NA,53800,469200,182400,1020400,88500,60200,47500,459700,675200,294500,507200,0.0330000997646727
"ES51","Cataluña","2017",3459500,217159100000,NA,38755100000,2.00775e+11,2.363e+09,3.9321e+10,1.051e+10,5.0222e+10,6.755e+09,7.06e+09,2.4556e+10,1.94e+10,3.0866e+10,9.721e+09,4.3956e+10,46796,7465002,0.00541618157986464,64021.53,507200,2789.97916666667,NA,57300,476400,198400,1041100,95200,59300,49700,490600,694300,297200,540300,0.0280737833944281
"ES51","Cataluña","2018",3539700,221657700000,NA,40548900000,2.07306e+11,2.299e+09,4.0004e+10,1.0723e+10,5.1682e+10,7.174e+09,7.729e+09,2.5563e+10,2.0252e+10,3.2069e+10,9.811e+09,4.5815e+10,80709,7527576,0.00838231523581641,64718.09,436400,2843.1825,NA,55500,488900,203900,1047600,99100,60300,53900,504000,727700,298600,557900,0.0207156872541837
"ES51","Cataluña","2019",3631600,226565200000,NA,47280300000,2.16134e+11,2.438e+09,4.0566e+10,1.1776e+10,5.3759e+10,7.672e+09,7.569e+09,2.6431e+10,2.2251e+10,3.3752e+10,9.921e+09,4.8682e+10,88916,7609390,0.0108685717686543,65620.78,426400,2917.97666666667,NA,54600,500200,216900,1089900,102200,58800,56800,514900,737800,299600,571700,0.0221399933320611
"ES52","Comunidad Valenciana","2009",1966900,101789200000,NA,23858100000,9.5061e+10,1.947e+09,1.5686e+10,1.1653e+10,2.2085e+10,2.325e+09,4.832e+09,1.0252e+10,6.012e+09,1.6024e+10,4.245e+09,1.6264e+10,-3957,4985459,0.00621007570604821,51575.3,525100,2400.845,NA,54300,293100,202500,628800,25000,38800,22100,190300,348100,163800,212400,-0.0583879890102774
"ES52","Comunidad Valenciana","2010",1912400,101488700000,NA,20925300000,9.2972e+10,2.164e+09,1.5867e+10,9.397e+09,2.1963e+10,2.224e+09,3.629e+09,1.1397e+10,5.742e+09,1.6258e+10,4.331e+09,1.7139e+10,-1994,4994412,0.00179582261131824,52918.56,571200,2436.50583333333,NA,54600,281800,171500,614400,24700,38100,21000,189700,353100,163600,210700,-0.00295217960255115
"ES52","Comunidad Valenciana","2011",1848500,99685300000,NA,18494900000,9.1878e+10,2.074e+09,1.6194e+10,7.506e+09,2.2167e+10,2.11e+09,3.365e+09,1.2079e+10,5.694e+09,1.6252e+10,4.435e+09,1.7773e+10,1800,5004422,0.00200423993855533,53939.26,596400,2428.815,NA,54000,270700,139900,607700,25400,37000,19900,180800,356400,156700,200700,-0.0177694659602498
"ES52","Comunidad Valenciana","2012",1772200,9.5778e+10,NA,15947400000,8.7532e+10,2.039e+09,1.527e+10,6.48e+09,2.1185e+10,1.979e+09,3.385e+09,1.2171e+10,5.314e+09,1.5361e+10,4.347e+09,1.7485e+10,-27910,4998331,-0.00121712357590947,53702.03,673400,2368.3625,NA,53400,252200,118000,584700,24300,35700,18900,174000,353000,158100,192900,-0.0391963509163337
"ES52","Comunidad Valenciana","2013",1729200,94575800000,NA,13464800000,8.6287e+10,2.118e+09,1.5595e+10,5.406e+09,2.0756e+10,1.924e+09,2.875e+09,1.2576e+10,5.272e+09,1.554e+10,4.225e+09,1.7848e+10,-34250,4971720,-0.00532397714357052,54602.26,690500,2362.785,NA,52500,241800,103500,568700,23200,32500,18600,175900,354800,157700,194500,-0.012551943034935
"ES52","Comunidad Valenciana","2014",1757600,96679700000,NA,14962700000,8.7834e+10,2.456e+09,1.6139e+10,5.414e+09,2.1124e+10,1.826e+09,3.132e+09,1.2354e+10,5.494e+09,1.563e+10,4.266e+09,1.7848e+10,-19546,4948051,-0.00476072667004578,54873.91,626900,2373.1725,NA,56000,245200,100700,581600,23200,31900,20000,181300,361800,155900,201300,0.0222456484639834
"ES52","Comunidad Valenciana","2015",1811600,100186200000,NA,1.6065e+10,9.0975e+10,2.355e+09,1.7071e+10,5.758e+09,2.2163e+10,1.828e+09,3.094e+09,1.1969e+10,6.096e+09,1.6091e+10,4.55e+09,1.8065e+10,-6426,4936011,-0.00243328130611427,55302.63,552600,2393.73583333333,NA,52100,253600,109200,604100,24900,30900,21100,190200,366500,159000,211300,0.0362692478358952
"ES52","Comunidad Valenciana","2016",1859100,102690900000,NA,16536700000,9.3666e+10,2.28e+09,1.7566e+10,6.081e+09,2.3134e+10,1.849e+09,3.175e+09,1.2104e+10,6.256e+09,1.659e+10,4.633e+09,1.836e+10,3535,4933765,-0.000455023297152296,55521.59,501600,2379.71583333333,NA,53000,261800,111800,623200,25500,31500,22800,191300,375900,162300,214100,0.0250004491636573
"ES52","Comunidad Valenciana","2017",1900600,106297600000,NA,18825100000,9.7721e+10,2.283e+09,1.8606e+10,6.459e+09,2.4281e+10,1.973e+09,3.342e+09,1.2352e+10,6.582e+09,1.6858e+10,4.983e+09,1.8934e+10,15537,4940708,0.00140724173121338,56718.78,442000,2438.17166666667,NA,55200,269400,118400,635800,27700,30800,23800,201100,370400,168100,224900,0.0351219046673074
"ES52","Comunidad Valenciana","2018",1940700,108501700000,NA,19441100000,1.01121e+11,2.236e+09,1.8986e+10,6.689e+09,2.5031e+10,2.022e+09,3.676e+09,1.2818e+10,6.947e+09,1.7626e+10,5.09e+09,1.9765e+10,36048,4960602,0.00402654842180513,57578.88,377300,2494.78,NA,56700,273800,124600,637900,28700,30500,26600,205800,384800,171100,232400,0.0207351812270456
"ES52","Comunidad Valenciana","2019",2001700,110605600000,NA,2.0004e+10,1.04849e+11,2.107e+09,1.9524e+10,7.319e+09,2.5986e+10,2.087e+09,3.642e+09,1.3296e+10,7.554e+09,1.8112e+10,5.221e+09,2.085e+10,61064,5002156,0.00837680587960897,57753.93,342900,2565.865,NA,53800,282700,135900,662700,28900,29400,27900,215800,387900,176400,243700,0.0193904795961722
"ES53","Illes Balears","2009",503300,27168500000,NA,6479800000,24812400000,103600000,1.914e+09,2989200000,7794100000,656900000,1176300000,3166400000,1887800000,3934800000,1189300000,5054200000,9262,1076924,0.0193192132988425,52609.42,105700,2420.21583333333,NA,5100,29900,64500,199000,7200,7900,6100,49500,87000,47100,55600,-0.0390009585760724
"ES53","Illes Balears","2010",491100,2.7112e+10,NA,6081700000,24377300000,98200000,1943400000,2382700000,7.905e+09,626500000,875300000,3607700000,1771200000,3950100000,1217300000,5378900000,3701,1087672,0.00998027715976244,54031.89,120500,2469.95583333333,NA,4800,28800,55300,198300,7100,7900,5900,47400,89500,46100,53300,-0.00207961425916042
"ES53","Illes Balears","2011",478200,27083700000,NA,5165600000,24325400000,99800000,1762600000,2.064e+09,8034900000,584800000,844900000,3829500000,1865800000,3985800000,1253200000,5695300000,5454,1096191,0.00783232445075354,55203.07,130100,2491.4375,NA,4900,26800,46300,196300,7700,7700,5800,46800,91500,44400,52600,-0.00104381823546769
"ES53","Illes Balears","2012",464800,26716200000,NA,4423800000,23892100000,110400000,1620100000,1842500000,8100500000,547900000,845500000,3919200000,1865600000,3790400000,1250100000,5784800000,6463,1105414,0.00841367973282028,55888.79,142300,2422.99833333333,NA,4700,25000,41500,190500,7200,7600,5600,47800,90200,44500,53400,-0.013569047065209
"ES53","Illes Balears","2013",451800,26376900000,NA,4621700000,23731300000,104400000,1537400000,1.665e+09,8074100000,522600000,7.38e+08,4.107e+09,1920500000,3829100000,1233200000,6027500000,2857,1112978,0.00684268518401251,57475.9,136200,2457.20916666667,NA,4600,23700,36900,182800,5900,7500,5700,48600,91300,44700,54300,-0.0127001594538145
"ES53","Illes Balears","2014",462900,27196800000,NA,4894700000,24417600000,118400000,1639900000,1694600000,8388600000,496600000,801200000,4090600000,2101900000,3843700000,1242200000,6192500000,6305,1120407,0.00667488485846081,57921.41,120700,2455.2575,NA,4600,24100,37600,186700,6200,7100,6300,52300,93500,44500,58600,0.0310840166964276
"ES53","Illes Balears","2015",474800,28271100000,NA,5142600000,25671800000,133700000,1690400000,1860400000,9006800000,503500000,804300000,4020800000,2348400000,3955500000,1348100000,6369200000,8280,1130251,0.00878609291087971,59543.11,106700,2522.2625,NA,4400,24600,42600,189100,6300,6900,6600,54300,95000,45000,60900,0.0395009707024356
