"NUTS","Name","Year","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3"
"PL63","Pomorskie",2018,0.623,0.121,78.2,1.62,0.082,0.59,0.328
"PL63","Pomorskie",2019,0.64,0.107,78.5,1.62,0.068,0.587,0.345
"PL71","Łódzkie",2009,0.597,0.117,74.1,NA,0.146,0.652,0.202
"PL71","Łódzkie",2010,0.615,0.134,74.8,NA,0.138,0.649,0.213
"PL71","Łódzkie",2011,0.625,0.145,75.1,NA,0.131,0.65,0.219
"PL71","Łódzkie",2012,0.62,0.154,75.2,NA,0.119,0.647,0.235
"PL71","Łódzkie",2013,0.625,0.143,75.4,1.25,0.112,0.653,0.235
"PL71","Łódzkie",2014,0.636,0.134,76.3,1.28,0.106,0.64,0.254
"PL71","Łódzkie",2015,0.625,0.13,75.9,1.27,0.099,0.633,0.268
"PL71","Łódzkie",2016,0.621,0.109,76.5,1.34,0.094,0.634,0.273
"PL71","Łódzkie",2017,0.628,0.106,76.4,1.42,0.097,0.621,0.281
"PL71","Łódzkie",2018,0.632,0.104,76.3,1.41,0.084,0.626,0.29
"PL71","Łódzkie",2019,0.614,0.107,76.9,1.36,0.081,0.628,0.291
"PL72","Świętokrzyskie",2009,0.61,0.145,76.3,NA,0.129,0.661,0.21
"PL72","Świętokrzyskie",2010,0.616,0.156,76.2,NA,0.127,0.66,0.213
"PL72","Świętokrzyskie",2011,0.62,0.18,76.7,NA,0.128,0.657,0.215
"PL72","Świętokrzyskie",2012,0.626,0.174,77.1,NA,0.119,0.645,0.236
"PL72","Świętokrzyskie",2013,0.609,0.197,77.1,1.19,0.111,0.629,0.26
"PL72","Świętokrzyskie",2014,0.607,0.187,77.9,1.21,0.112,0.63,0.258
"PL72","Świętokrzyskie",2015,0.615,0.185,77.4,1.21,0.114,0.634,0.252
"PL72","Świętokrzyskie",2016,0.609,0.174,77.9,1.23,0.102,0.624,0.274
"PL72","Świętokrzyskie",2017,0.606,0.165,77.9,1.29,0.093,0.628,0.279
"PL72","Świętokrzyskie",2018,0.589,0.175,77.7,1.29,0.084,0.627,0.289
"PL72","Świętokrzyskie",2019,0.588,0.157,78,1.26,0.078,0.621,0.301
"PL81","Lubelskie",2009,0.604,0.158,75.2,NA,0.126,0.666,0.208
"PL81","Lubelskie",2010,0.602,0.161,76.1,NA,0.131,0.654,0.214
"PL81","Lubelskie",2011,0.613,0.172,76,NA,0.127,0.652,0.221
"PL81","Lubelskie",2012,0.619,0.167,76.5,NA,0.119,0.642,0.24
"PL81","Lubelskie",2013,0.619,0.173,77.1,1.25,0.112,0.633,0.255
"PL81","Lubelskie",2014,0.615,0.178,77.8,1.27,0.108,0.623,0.269
"PL81","Lubelskie",2015,0.613,0.163,77.8,1.28,0.101,0.628,0.271
"PL81","Lubelskie",2016,0.605,0.165,78.2,1.29,0.097,0.637,0.266
"PL81","Lubelskie",2017,0.603,0.172,77.8,1.39,0.094,0.637,0.269
"PL81","Lubelskie",2018,0.608,0.139,77.8,1.36,0.098,0.615,0.288
"PL81","Lubelskie",2019,0.596,0.137,78.2,1.34,0.088,0.601,0.312
"PL82","Podkarpackie",2009,0.609,0.171,77.2,NA,0.118,0.672,0.21
"PL82","Podkarpackie",2010,0.608,0.184,77.9,NA,0.108,0.682,0.21
"PL82","Podkarpackie",2011,0.604,0.188,78.3,NA,0.116,0.679,0.205
"PL82","Podkarpackie",2012,0.606,0.204,78.4,NA,0.11,0.671,0.219
"PL82","Podkarpackie",2013,0.611,0.224,78.6,1.28,0.099,0.671,0.231
"PL82","Podkarpackie",2014,0.596,0.214,79,1.26,0.096,0.666,0.238
"PL82","Podkarpackie",2015,0.59,0.208,78.7,1.25,0.089,0.658,0.253
"PL82","Podkarpackie",2016,0.612,0.183,79.2,1.3,0.072,0.654,0.275
"PL82","Podkarpackie",2017,0.617,0.169,79.4,1.42,0.066,0.651,0.283
"PL82","Podkarpackie",2018,0.601,0.158,79.4,1.41,0.067,0.649,0.284
"PL82","Podkarpackie",2019,0.593,0.144,79.4,1.38,0.066,0.64,0.294
"PL84","Podlaskie",2009,0.602,0.121,76.6,NA,0.172,0.613,0.215
"PL84","Podlaskie",2010,0.595,0.134,77.3,NA,0.152,0.622,0.226
"PL84","Podlaskie",2011,0.605,0.138,77.8,NA,0.142,0.619,0.24
"PL84","Podlaskie",2012,0.616,0.137,77.9,NA,0.134,0.619,0.247
"PL84","Podlaskie",2013,0.615,0.15,77.7,1.23,0.129,0.61,0.261
"PL84","Podlaskie",2014,0.619,0.143,78.4,1.29,0.121,0.601,0.278
"PL84","Podlaskie",2015,0.617,0.129,78.2,1.28,0.12,0.599,0.281
"PL84","Podlaskie",2016,0.618,0.146,78.4,1.36,0.108,0.6,0.292
"PL84","Podlaskie",2017,0.617,0.131,78.5,1.46,0.102,0.593,0.305
"PL84","Podlaskie",2018,0.621,0.108,78.2,1.45,0.101,0.576,0.323
"PL84","Podlaskie",2019,0.62,0.115,78.7,1.42,0.091,0.58,0.329
"PL91","Warszawski stołeczny",2009,NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny",2010,NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny",2011,NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny",2012,NA,NA,NA,NA,NA,NA,NA
"PL91","Warszawski stołeczny",2013,0.681,0.084,NA,NA,0.044,0.476,0.48
"PL91","Warszawski stołeczny",2014,0.702,0.081,79.3,1.35,0.039,0.444,0.517
"PL91","Warszawski stołeczny",2015,0.701,0.065,79.2,1.4,0.04,0.439,0.521
"PL91","Warszawski stołeczny",2016,0.688,0.052,79.5,1.5,0.037,0.43,0.533
"PL91","Warszawski stołeczny",2017,0.696,0.058,79.3,1.56,0.031,0.402,0.567
"PL91","Warszawski stołeczny",2018,0.709,0.05,79.1,1.59,0.03,0.396,0.574
"PL91","Warszawski stołeczny",2019,0.701,0.058,79.5,1.6,0.032,0.406,0.561
"PL92","Mazowiecki regionalny",2009,NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny",2010,NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny",2011,NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny",2012,NA,NA,NA,NA,NA,NA,NA
"PL92","Mazowiecki regionalny",2013,0.615,0.165,NA,NA,0.13,0.665,0.204
"PL92","Mazowiecki regionalny",2014,0.626,0.151,76.8,1.41,0.128,0.657,0.215
"PL92","Mazowiecki regionalny",2015,0.624,0.168,76.8,1.41,0.125,0.659,0.216
"PL92","Mazowiecki regionalny",2016,0.618,0.159,77,1.45,0.111,0.671,0.218
"PL92","Mazowiecki regionalny",2017,0.615,0.14,76.8,1.57,0.101,0.673,0.226
"PL92","Mazowiecki regionalny",2018,0.601,0.139,76.8,1.52,0.099,0.666,0.236
"PL92","Mazowiecki regionalny",2019,0.608,0.13,77,1.51,0.091,0.646,0.262
"PT11","Norte",2009,0.666,0.141,80.2,1.24,0.758,0.117,0.125
"PT11","Norte",2010,0.669,0.15,80.5,1.27,0.739,0.133,0.128
"PT11","Norte",2011,0.667,0.13,81,1.24,0.702,0.15,0.148
"PT11","Norte",2012,0.666,0.147,80.9,1.15,0.688,0.148,0.164
"PT11","Norte",2013,0.652,0.169,81.3,1.1,0.666,0.168,0.165
"PT11","Norte",2014,0.648,0.155,81.7,1.09,0.628,0.19,0.182
"PT11","Norte",2015,0.646,0.139,81.7,1.17,0.615,0.198,0.187
"PT11","Norte",2016,0.646,0.125,81.7,1.24,0.593,0.205,0.202
"PT11","Norte",2017,0.656,0.106,82,1.24,0.58,0.214,0.205
"PT11","Norte",2018,0.656,0.091,82,1.26,0.556,0.227,0.218
"PT11","Norte",2019,0.658,0.087,82.4,1.26,0.534,0.235,0.231
"PT15","Algarve",2009,0.681,0.143,79.3,1.55,0.656,0.195,0.149
"PT15","Algarve",2010,0.678,0.171,80.3,1.58,0.63,0.218,0.152
"PT15","Algarve",2011,0.692,0.163,80.3,1.51,0.615,0.221,0.164
"PT15","Algarve",2012,0.687,0.171,80.3,1.43,0.581,0.238,0.181
"PT15","Algarve",2013,0.672,0.189,80.6,1.31,0.562,0.252,0.187
"PT15","Algarve",2014,0.684,0.16,80.9,1.35,0.541,0.265,0.194
"PT15","Algarve",2015,0.671,0.152,80.8,1.49,0.55,0.253,0.197
"PT15","Algarve",2016,0.675,0.151,80.3,1.57,0.525,0.264,0.211
"PT15","Algarve",2017,0.691,0.116,80.3,1.62,0.503,0.271,0.225
"PT15","Algarve",2018,0.681,0.11,80.3,1.72,0.509,0.267,0.224
"PT15","Algarve",2019,0.693,0.116,80.7,1.78,0.491,0.288,0.221
"PT16","Centro (PT)",2009,0.709,0.097,80.2,1.22,0.754,0.134,0.112
"PT16","Centro (PT)",2010,0.71,0.105,80.4,1.26,0.724,0.153,0.123
"PT16","Centro (PT)",2011,0.677,0.124,80.9,1.23,0.688,0.166,0.146
"PT16","Centro (PT)",2012,0.676,0.138,80.6,1.18,0.642,0.193,0.165
"PT16","Centro (PT)",2013,0.678,0.122,81,1.11,0.624,0.206,0.17
"PT16","Centro (PT)",2014,0.668,0.114,81.5,1.12,0.596,0.207,0.197
"PT16","Centro (PT)",2015,0.668,0.121,81.5,1.19,0.568,0.214,0.218
"PT16","Centro (PT)",2016,0.663,0.111,81.5,1.22,0.546,0.222,0.233
"PT16","Centro (PT)",2017,0.666,0.088,81.6,1.23,0.539,0.236,0.225
"PT16","Centro (PT)",2018,0.674,0.085,81.8,1.27,0.522,0.235,0.242
"PT16","Centro (PT)",2019,0.675,0.075,82,1.28,0.494,0.254,0.252
"PT17","Área Metropolitana de Lisboa",2009,0.655,0.113,79.8,1.56,0.576,0.206,0.218
"PT17","Área Metropolitana de Lisboa",2010,0.651,0.128,80.1,1.63,0.566,0.205,0.229
"PT17","Área Metropolitana de Lisboa",2011,0.661,0.144,81,1.56,0.544,0.214,0.242
"PT17","Área Metropolitana de Lisboa",2012,0.659,0.162,81,1.5,0.515,0.235,0.249
"PT17","Área Metropolitana de Lisboa",2013,0.655,0.161,81.3,1.43,0.478,0.252,0.27
"PT17","Área Metropolitana de Lisboa",2014,0.656,0.132,81.7,1.5,0.433,0.257,0.31
"PT17","Área Metropolitana de Lisboa",2015,0.66,0.107,81.6,1.56,0.412,0.263,0.325
"PT17","Área Metropolitana de Lisboa",2016,0.665,0.122,81.7,1.63,0.404,0.273,0.323
"PT17","Área Metropolitana de Lisboa",2017,0.667,0.099,82,1.67,0.397,0.276,0.326
"PT17","Área Metropolitana de Lisboa",2018,0.67,0.092,81.7,1.72,0.385,0.287,0.328
"PT17","Área Metropolitana de Lisboa",2019,0.675,0.092,82.2,1.75,0.355,0.293,0.352
"PT18","Alentejo",2009,0.636,0.124,78.9,1.31,0.734,0.149,0.117
"PT18","Alentejo",2010,0.644,0.137,79.3,1.37,0.705,0.159,0.135
"PT18","Alentejo",2011,0.651,0.129,79.9,1.34,0.678,0.174,0.147
"PT18","Alentejo",2012,0.646,0.167,79.9,1.33,0.654,0.204,0.142
"PT18","Alentejo",2013,0.647,0.191,80.2,1.22,0.629,0.215,0.156
"PT18","Alentejo",2014,0.649,0.162,80.8,1.22,0.605,0.227,0.168
"PT18","Alentejo",2015,0.645,0.139,80.2,1.34,0.577,0.243,0.18
"PT18","Alentejo",2016,0.643,0.14,80.2,1.37,0.567,0.248,0.185
"PT18","Alentejo",2017,0.65,0.124,80.8,1.35,0.558,0.254,0.188
"PT18","Alentejo",2018,0.656,0.12,80.8,1.43,0.525,0.273,0.202
"PT18","Alentejo",2019,0.658,0.108,80.7,1.44,0.513,0.283,0.205
"RO11","Nord-Vest",2009,0.545,0.125,73,1.37,0.261,0.618,0.121
"RO11","Nord-Vest",2010,0.592,0.145,73.5,1.34,0.257,0.617,0.126
"RO11","Nord-Vest",2011,0.584,0.15,74.1,1.34,0.252,0.617,0.13
"RO11","Nord-Vest",2012,0.6,0.133,74.1,1.48,0.251,0.612,0.137
"RO11","Nord-Vest",2013,0.599,0.14,74.8,1.38,0.252,0.606,0.142
"RO11","Nord-Vest",2014,0.605,0.151,74.8,1.5,0.272,0.586,0.142
"RO11","Nord-Vest",2015,0.601,0.167,74.6,1.56,0.244,0.581,0.174
"RO11","Nord-Vest",2016,0.602,0.161,75.3,1.59,0.245,0.581,0.174
"RO11","Nord-Vest",2017,0.621,0.129,75.2,1.7,0.244,0.585,0.171
"RO11","Nord-Vest",2018,0.618,0.13,75.2,1.69,0.221,0.602,0.177
"RO11","Nord-Vest",2019,0.616,0.132,75.7,1.69,0.2,0.611,0.189
"RO12","Centru",2009,0.562,0.201,73.9,1.44,0.226,0.656,0.118
"RO12","Centru",2010,0.543,0.276,74.4,1.4,0.242,0.645,0.112
"RO12","Centru",2011,0.532,0.299,74.8,1.45,0.235,0.64,0.124
"RO12","Centru",2012,0.532,0.281,75,1.63,0.225,0.644,0.131
"RO12","Centru",2013,0.537,0.258,75.7,1.6,0.22,0.638,0.143
"RO12","Centru",2014,0.539,0.279,75.5,1.7,0.267,0.587,0.146
"RO12","Centru",2015,0.542,0.297,75.5,1.71,0.254,0.569,0.178
"RO12","Centru",2016,0.543,0.262,75.8,1.76,0.232,0.593,0.175
"RO12","Centru",2017,0.557,0.231,75.9,1.88,0.204,0.617,0.179
"RO12","Centru",2018,0.536,0.261,75.8,1.84,0.206,0.613,0.181
"RO12","Centru",2019,0.552,0.249,76,1.85,0.209,0.608,0.183
"RO21","Nord-Est",2009,0.625,0.125,73.4,1.48,0.298,0.59,0.112
"RO21","Nord-Est",2010,0.652,0.162,73.3,1.41,0.318,0.566,0.116
"RO21","Nord-Est",2011,0.651,0.157,74.3,1.52,0.309,0.569,0.122
"RO21","Nord-Est",2012,0.657,0.155,73.8,1.9,0.298,0.576,0.126
"RO21","Nord-Est",2013,0.663,0.147,74.6,1.8,0.289,0.592,0.119
"RO21","Nord-Est",2014,0.667,0.135,74.3,1.92,0.327,0.553,0.12
"RO21","Nord-Est",2015,0.691,0.125,74.3,2.01,0.318,0.567,0.116
"RO21","Nord-Est",2016,0.673,0.134,74.6,1.95,0.307,0.577,0.115
"RO21","Nord-Est",2017,0.68,0.126,74.5,2.16,0.3,0.579,0.121
"RO21","Nord-Est",2018,0.691,0.114,74.1,2.09,0.292,0.581,0.127
"RO21","Nord-Est",2019,0.696,0.1,74.6,2.14,0.293,0.591,0.117
"RO22","Sud-Est",2009,0.556,0.19,73.4,1.35,0.292,0.608,0.1
"RO22","Sud-Est",2010,0.572,0.226,73.4,1.32,0.302,0.595,0.103
"RO22","Sud-Est",2011,0.563,0.241,74.1,1.34,0.307,0.579,0.114
"RO22","Sud-Est",2012,0.569,0.244,73.8,1.6,0.3,0.577,0.123
"RO22","Sud-Est",2013,0.558,0.259,74.5,1.57,0.295,0.581,0.124
"RO22","Sud-Est",2014,0.552,0.27,74.2,1.67,0.328,0.552,0.12
"RO22","Sud-Est",2015,0.568,0.268,74.7,1.72,0.304,0.568,0.129
"RO22","Sud-Est",2016,0.55,0.271,74.4,1.77,0.282,0.589,0.129
"RO22","Sud-Est",2017,0.548,0.237,74.6,1.89,0.276,0.597,0.127
"RO22","Sud-Est",2018,0.557,0.217,74.5,1.84,0.266,0.603,0.131
"RO22","Sud-Est",2019,0.566,0.222,74.4,1.84,0.256,0.606,0.138
"RO31","Sud-Muntenia",2009,0.611,0.194,73.2,1.41,0.289,0.62,0.091
"RO31","Sud-Muntenia",2010,0.615,0.223,73.6,1.36,0.299,0.602,0.099
"RO31","Sud-Muntenia",2011,0.579,0.255,74.3,1.36,0.292,0.6,0.107
"RO31","Sud-Muntenia",2012,0.594,0.254,74.5,1.52,0.279,0.608,0.112
"RO31","Sud-Muntenia",2013,0.611,0.252,75.1,1.44,0.273,0.613,0.114
"RO31","Sud-Muntenia",2014,0.618,0.247,75,1.53,0.305,0.581,0.114
"RO31","Sud-Muntenia",2015,0.608,0.261,75.1,1.61,0.265,0.606,0.128
"RO31","Sud-Muntenia",2016,0.593,0.252,75.1,1.64,0.238,0.63,0.133
"RO31","Sud-Muntenia",2017,0.606,0.216,75.2,1.74,0.221,0.648,0.131
"RO31","Sud-Muntenia",2018,0.607,0.192,75.3,1.74,0.223,0.649,0.127
"RO31","Sud-Muntenia",2019,0.606,0.205,75.5,1.76,0.227,0.644,0.129
"RO32","Bucureşti-Ilfov",2009,0.601,0.114,75.5,1.31,0.131,0.592,0.277
"RO32","Bucureşti-Ilfov",2010,0.61,0.136,75.7,1.28,0.133,0.584,0.283
"RO32","Bucureşti-Ilfov",2011,0.621,0.127,76.1,1.16,0.119,0.571,0.31
"RO32","Bucureşti-Ilfov",2012,0.622,0.141,76,1.17,0.116,0.565,0.319
"RO32","Bucureşti-Ilfov",2013,0.621,0.145,76.6,1.13,0.116,0.553,0.331
"RO32","Bucureşti-Ilfov",2014,0.631,0.161,76.7,1.22,0.145,0.504,0.35
"RO32","Bucureşti-Ilfov",2015,0.632,0.155,76.7,1.27,0.145,0.519,0.336
"RO32","Bucureşti-Ilfov",2016,0.641,0.146,76.7,1.32,0.13,0.519,0.351
"RO32","Bucureşti-Ilfov",2017,0.655,0.12,76.7,1.52,0.109,0.53,0.361
"RO32","Bucureşti-Ilfov",2018,0.657,0.098,76.9,1.53,0.11,0.515,0.375
"RO32","Bucureşti-Ilfov",2019,0.654,0.117,77.2,1.55,0.105,0.493,0.403
"RO41","Sud-Vest Oltenia",2009,0.62,0.174,73.3,1.26,0.26,0.61,0.13
"RO41","Sud-Vest Oltenia",2010,0.631,0.206,73.7,1.2,0.277,0.597,0.126
"RO41","Sud-Vest Oltenia",2011,0.632,0.186,74.5,1.27,0.277,0.592,0.131
"RO41","Sud-Vest Oltenia",2012,0.633,0.185,74.4,1.48,0.254,0.61,0.137
"RO41","Sud-Vest Oltenia",2013,0.614,0.209,75.1,1.39,0.249,0.608,0.143
"RO41","Sud-Vest Oltenia",2014,0.629,0.198,74.8,1.47,0.265,0.584,0.151
"RO41","Sud-Vest Oltenia",2015,0.581,0.25,75,1.51,0.239,0.594,0.167
"RO41","Sud-Vest Oltenia",2016,0.569,0.242,75.7,1.52,0.208,0.623,0.168
"RO41","Sud-Vest Oltenia",2017,0.609,0.207,75.5,1.63,0.202,0.637,0.161
"RO41","Sud-Vest Oltenia",2018,0.61,0.198,76.1,1.66,0.202,0.651,0.147
"RO41","Sud-Vest Oltenia",2019,0.598,0.174,76.2,1.64,0.202,0.644,0.154
"RO42","Vest",2009,0.566,0.129,73.1,1.26,0.226,0.631,0.143
"RO42","Vest",2010,0.561,0.143,73.3,1.22,0.231,0.629,0.14
"RO42","Vest",2011,0.558,0.148,74.1,1.21,0.219,0.636,0.145
"RO42","Vest",2012,0.555,0.159,74.3,1.33,0.216,0.633,0.151
"RO42","Vest",2013,0.558,0.172,74.8,1.27,0.226,0.632,0.142
"RO42","Vest",2014,0.562,0.173,74.6,1.39,0.241,0.624,0.135
"RO42","Vest",2015,0.541,0.186,74.5,1.47,0.2,0.639,0.161
"RO42","Vest",2016,0.53,0.175,75.2,1.51,0.188,0.657,0.155
"RO42","Vest",2017,0.541,0.186,74.7,1.58,0.181,0.66,0.16
"RO42","Vest",2018,0.54,0.185,75.4,1.6,0.175,0.668,0.157
"RO42","Vest",2019,0.543,0.177,75.6,1.58,0.16,0.677,0.163
"RS11","Beogradski region",2009,NA,NA,NA,NA,NA,NA,NA
"RS11","Beogradski region",2010,NA,NA,NA,NA,NA,NA,NA
"RS11","Beogradski region",2011,NA,NA,75.34,1.44,NA,NA,NA
"RS11","Beogradski region",2012,NA,NA,75.75,1.48,NA,NA,NA
"RS11","Beogradski region",2013,0.527,0.178,76.08,1.45,0.115,0.571,0.314
"RS11","Beogradski region",2014,0.57,0.218,76.13,1.49,0.105,0.562,0.333
"RS11","Beogradski region",2015,0.578,0.211,76.25,1.48,0.096,0.561,0.343
"RS11","Beogradski region",2016,0.596,0.181,76.68,1.46,0.094,0.567,0.339
"RS11","Beogradski region",2017,0.613,0.183,76.5255,1.48,0.088,0.55,0.362
"RS11","Beogradski region",2018,0.619,0.149,76.6908,1.5,0.078,0.549,0.374
"RS11","Beogradski region",2019,0.617,0.139,76.802,1.53,0.078,0.538,0.384
"RS12","Region Vojvodine",2009,NA,NA,NA,NA,NA,NA,NA
"RS12","Region Vojvodine",2010,NA,NA,NA,NA,NA,NA,NA
"RS12","Region Vojvodine",2011,NA,NA,73.38,1.38,NA,NA,NA
"RS12","Region Vojvodine",2012,NA,NA,73.88,1.44,NA,NA,NA
"RS12","Region Vojvodine",2013,0.528,0.283,74.2,1.42,0.256,0.586,0.158
"RS12","Region Vojvodine",2014,0.564,0.258,74.37,1.45,0.219,0.594,0.187
"RS12","Region Vojvodine",2015,0.551,0.25,74.2,1.47,0.219,0.598,0.183
"RS12","Region Vojvodine",2016,0.567,0.238,74.53,1.45,0.217,0.585,0.199
"RS12","Region Vojvodine",2017,0.574,0.224,74.5918,1.51,0.21,0.592,0.198
"RS12","Region Vojvodine",2018,0.578,0.204,74.9214,1.48,0.213,0.584,0.203
"RS12","Region Vojvodine",2019,0.583,0.179,74.8786,1.5,0.205,0.592,0.203
"RS21","Region Sumadije i Zapadne Srbije",2009,NA,NA,NA,NA,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije",2010,NA,NA,NA,NA,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije",2011,NA,NA,74.42,1.4,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije",2012,NA,NA,75.17,1.46,NA,NA,NA
"RS21","Region Sumadije i Zapadne Srbije",2013,0.554,0.25,75.35,1.42,0.28,0.567,0.152
"RS21","Region Sumadije i Zapadne Srbije",2014,0.589,0.24,75.5,1.48,0.266,0.586,0.148
"RS21","Region Sumadije i Zapadne Srbije",2015,0.586,0.255,75.36,1.48,0.256,0.584,0.16
"RS21","Region Sumadije i Zapadne Srbije",2016,0.602,0.232,75.8,1.5,0.252,0.577,0.171
"RS21","Region Sumadije i Zapadne Srbije",2017,0.607,0.217,75.6281,1.48,0.254,0.579,0.167
"RS21","Region Sumadije i Zapadne Srbije",2018,0.614,0.209,75.9564,1.49,0.241,0.585,0.174
"RS21","Region Sumadije i Zapadne Srbije",2019,0.612,0.212,75.8549,1.53,0.234,0.589,0.177
"RS22","Region Juzne i Istocne Srbije",2009,NA,NA,NA,NA,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije",2010,NA,NA,NA,NA,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije",2011,NA,NA,73.88,1.35,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije",2012,NA,NA,72.48,1.36,NA,NA,NA
"RS22","Region Juzne i Istocne Srbije",2013,0.547,0.304,74.72,1.38,0.287,0.548,0.165
"RS22","Region Juzne i Istocne Srbije",2014,0.545,0.31,74.6,1.39,0.254,0.594,0.152
"RS22","Region Juzne i Istocne Srbije",2015,0.551,0.267,74.86,1.36,0.239,0.581,0.181
"RS22","Region Juzne i Istocne Srbije",2016,0.57,0.241,75.06,1.38,0.243,0.566,0.191
"RS22","Region Juzne i Istocne Srbije",2017,0.572,0.247,74.9673,1.41,0.249,0.568,0.183
"RS22","Region Juzne i Istocne Srbije",2018,0.582,0.243,75.054,1.41,0.232,0.575,0.193
"RS22","Region Juzne i Istocne Srbije",2019,0.583,0.228,75.1524,1.46,0.226,0.582,0.192
"SE11","Stockholm",2009,0.75,0.082,82.1,1.94,0.15,0.431,0.419
"SE11","Stockholm",2010,0.747,0.068,82,1.98,0.152,0.425,0.423
"SE11","Stockholm",2011,0.748,0.065,82.3,1.88,0.15,0.413,0.437
"SE11","Stockholm",2012,0.748,0.066,82.4,1.87,0.149,0.407,0.444
"SE11","Stockholm",2013,0.755,0.064,82.8,1.88,0.147,0.396,0.457
"SE11","Stockholm",2014,0.758,0.068,82.7,1.84,0.142,0.382,0.476
"SE11","Stockholm",2015,0.763,0.072,82.7,1.81,0.135,0.378,0.487
"SE11","Stockholm",2016,0.762,0.063,82.9,1.78,0.127,0.369,0.504
"SE11","Stockholm",2017,0.768,0.059,83.1,1.71,0.131,0.36,0.51
"SE11","Stockholm",2018,0.767,0.063,83,1.66,0.123,0.355,0.523
"SE11","Stockholm",2019,0.774,0.053,83.9,1.61,0.122,0.348,0.53
"SE12","Östra Mellansverige",2009,0.695,0.103,81.2,1.9,0.208,0.489,0.303
"SE12","Östra Mellansverige",2010,0.687,0.086,81.8,1.96,0.202,0.491,0.307
"SE12","Östra Mellansverige",2011,0.685,0.082,81.8,1.89,0.202,0.483,0.315
"SE12","Östra Mellansverige",2012,0.689,0.086,81.7,1.93,0.194,0.475,0.331
"SE12","Östra Mellansverige",2013,0.691,0.082,81.8,1.88,0.181,0.468,0.351
"SE12","Östra Mellansverige",2014,0.701,0.078,82.5,1.88,0.173,0.461,0.366
"SE12","Östra Mellansverige",2015,0.7,0.079,82.4,1.86,0.171,0.461,0.368
"SE12","Östra Mellansverige",2016,0.704,0.072,82.3,1.86,0.162,0.458,0.38
"SE12","Östra Mellansverige",2017,0.706,0.075,82.4,1.8,0.156,0.452,0.392
"SE12","Östra Mellansverige",2018,0.712,0.072,82.5,1.76,0.159,0.439,0.401
"SE12","Östra Mellansverige",2019,0.715,0.059,83,1.72,0.149,0.43,0.421
"SE21","Småland med öarna",2009,0.712,0.102,81.8,1.99,0.228,0.509,0.263
"SE21","Småland med öarna",2010,0.698,0.084,81.8,2.05,0.22,0.516,0.263
"SE21","Småland med öarna",2011,0.703,0.079,81.9,1.97,0.217,0.509,0.275
"SE21","Småland med öarna",2012,0.708,0.084,81.9,2.01,0.202,0.514,0.284
"SE21","Småland med öarna",2013,0.704,0.078,82.2,1.97,0.191,0.517,0.292
"SE21","Småland med öarna",2014,0.712,0.072,82.7,1.99,0.18,0.508,0.312
"SE21","Småland med öarna",2015,0.718,0.064,82.4,1.96,0.181,0.49,0.329
"SE21","Småland med öarna",2016,0.715,0.062,82.7,1.98,0.18,0.481,0.34
"SE21","Småland med öarna",2017,0.724,0.063,82.6,1.91,0.171,0.491,0.338
"SE21","Småland med öarna",2018,0.732,0.059,82.8,1.88,0.161,0.477,0.362
"SE21","Småland med öarna",2019,0.733,0.063,83.6,1.83,0.158,0.467,0.375
"SE22","Sydsverige",2009,0.693,0.099,81.7,1.92,0.202,0.449,0.349
"SE22","Sydsverige",2010,0.697,0.08,81.7,1.95,0.195,0.445,0.359
"SE22","Sydsverige",2011,0.699,0.087,82.1,1.89,0.196,0.441,0.363
"SE22","Sydsverige",2012,0.697,0.094,81.6,1.9,0.19,0.444,0.366
"SE22","Sydsverige",2013,0.707,0.083,82,1.88,0.178,0.443,0.379
"SE22","Sydsverige",2014,0.707,0.084,82.2,1.88,0.171,0.44,0.389
"SE22","Sydsverige",2015,0.714,0.077,82.4,1.83,0.155,0.436,0.409
"SE22","Sydsverige",2016,0.708,0.081,82.4,1.84,0.147,0.425,0.428
"SE22","Sydsverige",2017,0.713,0.077,82.4,1.78,0.144,0.412,0.444
"SE22","Sydsverige",2018,0.716,0.084,82.5,1.76,0.151,0.396,0.453
"SE22","Sydsverige",2019,0.711,0.064,83.1,1.72,0.153,0.391,0.456
"SE23","Västsverige",2009,0.706,0.093,81.7,1.95,0.205,0.476,0.318
"SE23","Västsverige",2010,0.709,0.079,81.7,2.01,0.198,0.472,0.33
"SE23","Västsverige",2011,0.715,0.079,82,1.89,0.189,0.47,0.341
